zpid,event,price,pricePerSquareFoot,priceChangeRate,dateOfEvent,source,postingIsRental,lastUpdated,lph_id,pl_id,lti_id
28248721,Sold,NULL,NULL,0,1995-08-22,,0,"2024-11-20 23:54:06",252,12233,35741
28490917,Sold,NULL,NULL,0,2012-07-24,,0,"2024-11-20 23:54:06",253,9490,12304
28111186,Sold,NULL,NULL,0,2013-08-15,,0,"2024-11-26 06:02:40",254,2202,78792
26434948,Sold,NULL,NULL,0,2012-12-31,,0,"2024-11-20 23:54:06",255,12287,33721
244863779,Sold,1850000,NULL,0,2014-07-25,,0,"2024-11-20 23:54:06",256,8878,12565
28033576,Sold,NULL,NULL,0,2011-03-01,,0,"2024-11-26 06:02:40",257,2125,75206
69231186,Sold,NULL,NULL,0,2020-07-16,,0,"2024-11-20 23:54:06",258,12286,22235
28349764,Sold,NULL,NULL,0,2017-04-13,,0,"2024-11-20 23:54:06",259,9580,14870
26424379,Sold,NULL,NULL,0,2018-12-15,,0,"2024-11-26 06:02:40",260,NULL,76190
69231186,Sold,NULL,NULL,0,2018-02-10,,0,"2024-11-20 23:54:06",261,12286,22235
26224409,Sold,NULL,NULL,0,2020-10-26,,0,"2024-11-20 23:54:06",262,12269,10246
29436241,Sold,NULL,NULL,0,2021-05-10,,0,"2024-11-26 06:02:40",263,NULL,78679
26293822,Sold,NULL,NULL,0,2012-04-09,,0,"2024-11-20 23:54:06",264,9659,18218
70356971,Sold,NULL,NULL,0,2016-11-13,,0,"2024-11-20 23:54:06",265,NULL,12942
27933581,Sold,NULL,NULL,0,2011-12-15,,0,"2024-11-26 06:02:40",266,2110,91813
36472018,Sold,120200,132,0.01,2018-07-17,,0,"2024-11-20 23:54:06",267,9118,9720
26430359,Sold,NULL,NULL,0,2014-01-28,,0,"2024-11-20 23:54:06",268,9729,14552
31505023,Sold,512000,NULL,0.9,2003-04-27,,0,"2024-11-20 23:54:06",269,11504,31725
2075427606,Sold,NULL,NULL,0,2021-07-30,,0,"2024-11-26 06:02:40",270,NULL,73838
32365150,Sold,590000,172,-0.02,2016-11-28,,0,"2024-11-21 00:25:47",271,9977,1024
70330800,Sold,NULL,NULL,0,2015-04-09,,0,"2024-11-20 23:54:06",272,NULL,13024
28293271,Sold,NULL,NULL,0,2022-02-18,,0,"2024-11-20 23:54:06",273,9614,13224
28223450,Sold,NULL,NULL,0,2018-01-02,,0,"2024-11-26 06:02:40",274,2166,97216
32365150,Sold,590000,172,-0.02,2016-11-28,,0,"2024-11-21 00:21:31",275,9977,1024
29432324,Sold,NULL,NULL,0,2020-03-20,,0,"2024-11-20 23:54:06",276,12304,4940
28052524,Sold,NULL,NULL,0,2008-12-31,,0,"2024-11-20 23:54:06",277,9601,12706
26275627,Sold,NULL,NULL,0,2022-10-28,,0,"2024-11-26 06:02:40",278,2123,75380
32365150,Sold,590000,172,-0.02,2016-11-28,,0,"2024-11-21 00:24:35",279,9977,1024
28480278,Sold,NULL,NULL,0,2016-03-11,,0,"2024-11-20 23:54:06",280,9628,9859
29426342,Sold,NULL,NULL,0,2016-01-16,,0,"2024-11-20 23:54:06",281,NULL,14066
14550027,Sold,96000,NULL,0,1992-12-11,,0,"2024-11-26 06:02:40",282,1827,72159
32365150,Sold,590000,172,-0.02,2016-11-28,,0,"2024-11-21 00:22:43",283,9977,1024
29423695,Sold,NULL,NULL,0,2013-05-29,,0,"2024-11-20 23:54:06",284,NULL,21814
28110072,Sold,NULL,NULL,0,2015-10-09,,0,"2024-11-26 06:02:40",285,2215,101260
10271115,Sold,275000,180,0.03,2019-07-12,,0,"2024-11-20 23:54:06",286,4528,35155
123236016,Sold,NULL,NULL,0,2022-10-07,,0,"2024-11-20 23:54:06",287,12077,40098
43851903,Sold,474900,236,0,2018-10-11,,0,"2024-11-20 23:54:06",288,9230,13365
3698716,Sold,214000,252,0,2006-09-26,,0,"2024-11-20 23:54:06",289,9468,9464
58249620,Sold,NULL,NULL,0,2012-11-02,,0,"2024-11-26 06:02:40",290,2251,4159
43851903,Sold,630000,313,1.25,2016-11-08,,0,"2024-11-20 23:54:06",291,9230,13365
43851903,Sold,300000,149,0,2005-12-29,,0,"2024-11-20 23:54:06",292,9230,13365
36431700,Sold,312500,157,-0.01,2020-06-30,,0,"2024-11-20 23:54:06",293,9048,10815
36536640,Sold,210000,197,0,2020-08-13,,0,"2024-11-20 23:54:06",294,8271,9569
26128809,Sold,NULL,NULL,0,2018-06-01,,0,"2024-11-20 23:54:06",295,12254,39421
26758856,Sold,NULL,NULL,0,2016-02-16,,0,"2024-11-20 23:54:06",296,12050,44682
28069371,Sold,NULL,NULL,0,2010-02-04,,0,"2024-11-20 23:54:06",297,12187,57281
62604609,Sold,NULL,NULL,0,2018-04-20,,0,"2024-11-26 06:02:40",298,2276,76616
80584477,Sold,NULL,NULL,0,2017-12-30,,0,"2024-11-20 23:54:06",299,12183,10932
28075006,Sold,NULL,NULL,0,2014-06-04,,0,"2024-11-26 06:02:40",300,2201,101854
29439825,Sold,NULL,NULL,0,2014-08-01,,0,"2024-11-20 23:54:06",301,NULL,14178
28145752,Sold,NULL,NULL,0,2022-03-30,,0,"2024-11-26 06:02:40",302,2144,79444
26703179,Sold,NULL,NULL,0,2019-07-12,,0,"2024-11-20 23:54:06",303,9504,11573
125115486,Sold,NULL,NULL,0,2019-06-24,,0,"2024-11-26 06:02:40",304,2139,958
10531101,Sold,355000,205,-0.01,2021-08-20,,0,"2024-11-20 23:54:06",305,11645,10950
80584477,Sold,NULL,NULL,0,2016-11-19,,0,"2024-11-20 23:54:06",306,12183,10932
80031446,Sold,NULL,NULL,0,2021-06-18,,0,"2024-11-20 23:54:06",307,9670,11515
2087626931,Sold,227500,237,0,2015-02-24,,0,"2024-11-20 22:18:43",308,3385,NULL
52416700,Sold,NULL,NULL,0,2014-11-07,,0,"2024-11-20 23:54:06",309,9663,12383
2087626931,Sold,227500,237,0,2015-02-24,,0,"2024-11-20 23:54:06",310,3385,NULL
28292982,Sold,NULL,NULL,0,2018-09-05,,0,"2024-11-20 23:54:06",311,12190,29680
36608744,Sold,105000,67,-0.09,2019-10-30,,0,"2024-11-20 23:54:06",312,11742,50993
27787557,Sold,NULL,NULL,0,2016-09-20,,0,"2024-11-20 23:54:06",313,12068,13416
34265404,Sold,170000,83,0.86,2016-04-29,,0,"2024-11-20 23:54:06",314,NULL,18040
26424379,Sold,NULL,NULL,0,2021-01-26,,0,"2024-11-26 06:02:40",315,NULL,76190
26452821,Sold,NULL,NULL,0,2009-11-17,,0,"2024-11-20 23:54:06",316,9741,9521
58296728,Sold,170000,91,0.01,2013-08-01,,0,"2024-11-20 23:54:06",317,12316,37021
30719277,Sold,1400000,NULL,0,2018-05-08,,0,"2024-11-26 06:02:40",318,1499,75481
117672448,Sold,NULL,NULL,0,2013-10-01,,0,"2024-11-20 23:54:06",319,9528,4085
2074019398,Sold,135000,107,0,2019-05-10,,0,"2024-11-20 23:54:06",320,NULL,NULL
26651503,Sold,NULL,NULL,0,2018-08-30,,0,"2024-11-26 06:02:40",321,2049,87320
65106618,Sold,NULL,NULL,0,2020-11-13,,0,"2024-11-20 23:54:06",322,12266,41751
62582249,Sold,NULL,NULL,0,2018-10-11,,0,"2024-11-20 23:54:06",323,9553,18328
65469455,Sold,121000,115,-0.02,2010-10-01,,0,"2024-11-20 22:18:43",324,11809,8057
26839777,Sold,NULL,NULL,0,2015-11-04,,0,"2024-11-26 06:02:40",325,2198,97798
26442801,Sold,NULL,NULL,0,2022-02-22,,0,"2024-11-20 23:54:06",326,12319,16428
26883807,Sold,NULL,NULL,0,2018-12-27,,0,"2024-11-20 23:54:06",327,12053,49552
65469455,Sold,121000,115,-0.02,2010-10-01,,0,"2024-11-20 23:54:06",328,11809,8057
31513345,Sold,1150000,NULL,1.17,2013-07-11,,0,"2024-11-26 06:02:40",329,1482,71630
26188355,Sold,NULL,NULL,0,2019-05-24,,0,"2024-11-20 23:54:06",330,12299,19275
26698806,Sold,NULL,NULL,0,2019-08-23,,0,"2024-11-20 23:54:06",331,12041,17211
87887214,Sold,297900,158,0.69,2004-11-19,,0,"2024-11-20 23:54:06",332,NULL,9926
26403789,Sold,NULL,NULL,0,2019-09-02,,0,"2024-11-26 06:02:40",333,2111,96492
29386526,Sold,NULL,NULL,0,2016-08-05,,0,"2024-11-20 23:54:06",334,NULL,11086
26306252,Sold,NULL,NULL,0,2017-09-29,,0,"2024-11-20 23:54:06",335,9676,9584
3713951,Sold,210000,182,0,2019-07-24,,0,"2024-11-20 23:54:06",336,NULL,11169
29487678,Sold,NULL,NULL,0,2016-11-02,,0,"2024-11-26 06:02:40",337,NULL,76458
29423695,Sold,NULL,NULL,0,2013-10-06,,0,"2024-11-20 23:54:06",338,NULL,21814
26456745,Sold,NULL,NULL,0,2017-09-14,,0,"2024-11-20 23:54:06",339,12325,39431
71246251,Sold,421200,214,0,2005-01-06,,0,"2024-11-20 23:54:06",340,8193,9462
26727955,Sold,NULL,NULL,0,2014-03-31,,0,"2024-11-26 06:02:40",341,2120,72888
30185938,Sold,500,NULL,-0.99,2016-03-16,,0,"2024-11-20 23:54:06",342,NULL,24070
72537398,Sold,220000,NULL,0.1,2016-01-22,,0,"2024-11-20 23:54:06",343,11547,17252
2146706041,Sold,350950,254,0.59,2014-05-12,,0,"2024-11-20 23:54:06",344,NULL,NULL
69640823,Sold,NULL,NULL,0,2019-07-19,,0,"2024-11-26 06:02:40",345,5777,88705
2091638454,Sold,1899,2,0,2018-03-30,,0,"2024-11-20 23:54:06",346,9007,NULL
87698650,Sold,283500,284,0,2010-03-22,,0,"2024-11-20 23:54:06",347,NULL,11588
118404451,Sold,NULL,NULL,0,2015-04-13,,0,"2024-11-26 06:02:40",348,2080,86327
20792596,Sold,3900,2,-1,2023-06-07,,0,"2024-11-20 23:54:06",349,9838,9245
15064217,Sold,550000,921,-0.17,2020-05-22,,0,"2024-11-20 23:54:06",350,NULL,11852
26778141,Sold,NULL,NULL,0,2015-09-02,,0,"2024-11-26 06:02:40",351,2189,74459
65552121,Sold,1900,2,0,2014-02-01,,0,"2024-11-20 23:54:06",352,9443,10947
2087626931,Sold,320000,333,0,2021-03-01,,0,"2024-11-20 22:18:43",353,3385,NULL
45052372,Sold,3800,2,-0.97,2017-06-16,,0,"2024-11-20 23:54:06",354,NULL,11968
71143084,Sold,30000,NULL,0.59,2019-12-19,,0,"2024-11-26 06:02:40",355,NULL,93880
28260078,Sold,NULL,NULL,0,2012-07-19,,0,"2024-11-26 06:02:40",356,5084,100338
2077077547,Sold,NULL,NULL,0,2021-04-15,,0,"2024-11-26 06:02:40",357,2099,NULL
60095998,Sold,NULL,NULL,0,2003-07-28,,0,"2024-11-26 06:02:40",358,2239,101917
2087626931,Sold,320000,333,0,2021-03-01,,0,"2024-11-20 23:54:06",359,3385,NULL
30719277,Sold,1400000,NULL,0,2018-08-05,,0,"2024-11-26 06:02:40",360,1499,75481
68594987,Sold,110000,159,-0.09,2021-06-30,,0,"2024-11-20 23:54:06",361,NULL,9735
36540162,Sold,248900,199,0,2016-05-13,,0,"2024-11-20 23:54:06",362,9067,4392
19875865,Sold,3800,2,-0.98,2021-05-15,,0,"2024-11-20 23:54:06",363,12426,10276
13426122,Sold,485000,199,0.04,2018-10-04,,0,"2024-11-20 23:54:06",364,12309,45228
33331103,Sold,9000,3,0,1989-06-12,,0,"2024-11-20 23:54:06",365,NULL,10889
10461574,Sold,265000,239,-0.02,2021-04-23,,0,"2024-11-20 23:54:06",366,6209,34702
11270955,Sold,12000,5,0,1985-01-25,,0,"2024-11-20 23:54:06",367,11621,14445
41143421,Sold,739000,287,0.66,2017-12-01,,0,"2024-11-20 23:54:06",368,3577,12101
73653429,Sold,19000,7,0,1985-05-24,,0,"2024-11-20 23:54:06",369,NULL,18753
95646039,Sold,2575000,303,-0.11,2014-12-31,,0,"2024-11-20 23:54:06",370,9861,9860
10207951,Sold,8500,8,0,1981-04-23,,0,"2024-11-20 23:54:06",371,11646,46233
28020368,Sold,NULL,NULL,0,2013-08-27,,0,"2024-11-26 06:02:40",372,2101,92029
59129045,Sold,580000,335,0.84,2014-09-19,,0,"2024-11-21 00:25:47",373,10467,3177
10546360,Sold,16000,8,0,1991-03-01,,0,"2024-11-20 23:54:06",374,11666,41598
26839777,Sold,NULL,NULL,0,2014-11-25,,0,"2024-11-26 06:02:40",375,2198,97798
59129045,Sold,580000,335,0.84,2014-09-19,,0,"2024-11-21 00:21:31",376,10467,3177
35914859,Sold,2000,NULL,0,1999-04-14,,0,"2024-11-26 06:02:40",377,1822,87018
33357492,Sold,23000,10,-0.08,2017-08-08,,0,"2024-11-21 00:25:47",378,10233,2546
28267575,Sold,NULL,NULL,0,2010-02-25,,0,"2024-11-20 23:54:06",379,9597,13277
59129045,Sold,580000,335,0.84,2014-09-19,,0,"2024-11-21 00:24:35",380,10467,3177
2118804208,Sold,550,NULL,0,2012-07-05,,0,"2024-11-26 06:02:40",381,NULL,NULL
33357492,Sold,23000,10,-0.08,2017-08-08,,0,"2024-11-21 00:21:31",382,10233,2546
59129045,Sold,580000,335,0.84,2014-09-19,,0,"2024-11-21 00:22:43",383,10467,3177
62582249,Sold,NULL,NULL,0,2008-03-31,,0,"2024-11-20 23:54:06",384,9553,18328
10328126,Sold,3000,3,0,1986-07-22,,0,"2024-11-26 06:02:40",385,1644,76379
33357492,Sold,23000,10,-0.08,2017-08-08,,0,"2024-11-21 00:24:35",386,10233,2546
94713686,Sold,600000,543,0,2014-01-08,,0,"2024-11-20 23:54:06",387,9797,10824
26430359,Sold,NULL,NULL,0,2018-10-03,,0,"2024-11-20 23:54:06",388,9729,14552
80004278,Sold,7100,4,-1,2012-04-01,,0,"2024-11-26 06:02:40",389,1459,94405
33357492,Sold,23000,10,-0.08,2017-08-08,,0,"2024-11-21 00:22:43",390,10233,2546
26191936,Sold,NULL,NULL,0,2011-01-10,,0,"2024-11-20 23:54:06",391,12295,18823
10341845,Sold,9100,6,0,1966-06-14,,0,"2024-11-26 06:02:40",392,1563,96989
33331408,Sold,8000,10,0,1992-08-13,,0,"2024-11-20 23:54:06",393,NULL,11670
26461574,Sold,NULL,NULL,0,2022-08-15,,0,"2024-11-20 23:54:06",394,12317,34712
6319605,Sold,27000,7,0,1992-08-19,,0,"2024-11-26 06:02:40",395,10702,9102
88724624,Sold,20000,13,-0.2,2017-10-28,,0,"2024-11-20 23:54:06",396,9966,15841
83825523,Sold,NULL,NULL,0,2014-06-13,,0,"2024-11-20 23:54:06",397,NULL,29226
33874732,Sold,10500,8,0,2008-10-02,,0,"2024-11-26 06:02:40",398,NULL,75403
41181240,Sold,36000,13,0,1985-03-30,,0,"2024-11-20 23:54:06",399,6797,11966
123236016,Sold,NULL,NULL,0,2018-09-02,,0,"2024-11-20 23:54:06",400,12077,40098
26411243,Sold,NULL,NULL,0,2015-09-28,,0,"2024-11-25 05:33:30",401,2226,8443
45087071,Sold,14500,14,0,1987-06-01,,0,"2024-11-20 23:54:06",402,9311,11460
29386945,Sold,NULL,NULL,0,2024-01-05,,0,"2024-11-20 23:54:06",403,NULL,43396
58249620,Sold,NULL,NULL,0,2012-11-02,,0,"2024-11-25 05:33:30",404,2251,4159
10907869,Sold,24900,17,0,1982-05-14,,0,"2024-11-20 23:54:06",405,9122,10845
79981339,Sold,NULL,NULL,0,2010-08-06,,0,"2024-11-20 23:54:06",406,NULL,10500
27885081,Sold,NULL,NULL,0,2016-08-17,,0,"2024-11-25 05:33:30",407,13215,160937
30191621,Sold,12400,18,0,2012-11-20,,0,"2024-11-20 23:54:06",408,9012,5259
35932638,Sold,123000,NULL,1.16,2015-07-02,,0,"2024-11-20 23:54:06",409,9139,11961
2077077547,Sold,NULL,NULL,0,2021-04-15,,0,"2024-11-25 05:33:30",410,2099,NULL
41196871,Sold,21524,16,0,1975-05-29,,0,"2024-11-26 06:02:40",411,1927,77213
89613532,Sold,NULL,NULL,0,2019-06-25,,0,"2024-11-25 05:33:30",412,13248,7884
10443525,Sold,18500,17,0,1978-10-23,,0,"2024-11-26 06:02:40",413,1684,71886
58678134,Sold,NULL,NULL,0,2021-08-04,,0,"2024-11-25 05:33:30",414,13220,2244
41052441,Sold,20000,18,-0.67,2013-12-05,,0,"2024-11-26 06:02:40",415,1970,74134
26348988,Sold,NULL,NULL,0,2014-09-15,,0,"2024-11-25 05:33:30",416,13363,6415
36594714,Sold,55000,20,0.38,2017-02-24,,0,"2024-11-26 06:02:40",417,1716,74222
35936049,Sold,105000,21,0,1989-05-15,,0,"2024-11-26 06:02:40",418,1119,75678
88086600,Sold,27963,18,-0.05,2021-03-31,,0,"2024-11-20 23:54:06",419,9380,15655
7527038,Sold,25000,22,0,1980-04-07,,0,"2024-11-26 06:02:40",420,NULL,89936
36436406,Sold,15459,19,0,1993-04-05,,0,"2024-11-20 23:54:06",421,9103,12008
35826796,Sold,15000,22,0,2013-07-09,,0,"2024-11-26 06:02:40",422,1191,1626
73660995,Sold,27000,21,0,1985-02-01,,0,"2024-11-21 00:25:47",423,10197,739
2087886164,Sold,4200,NULL,-0.99,2018-12-07,,0,"2024-11-25 05:33:30",424,13181,NULL
10487892,Sold,25501,21,0,1990-08-07,,0,"2024-11-21 00:25:47",425,10049,946
89613532,Sold,NULL,NULL,0,2014-12-06,,0,"2024-11-25 05:33:30",426,13248,7884
73660995,Sold,27000,21,0,1985-02-01,,0,"2024-11-21 00:21:31",427,10197,739
26349184,Sold,NULL,NULL,0,2014-10-02,,0,"2024-11-25 05:33:30",428,13361,3117
36584429,Sold,57000,27,-0.24,2015-09-17,,0,"2024-11-26 06:02:40",429,1665,100226
10487892,Sold,25501,21,0,1990-08-07,,0,"2024-11-21 00:21:31",430,10049,946
26411243,Sold,NULL,NULL,0,2022-07-20,,0,"2024-11-25 05:33:30",431,2226,8443
73528455,Sold,31000,31,0,1984-02-22,,0,"2024-11-26 06:02:40",432,1943,90759
73660995,Sold,27000,21,0,1985-02-01,,0,"2024-11-21 00:24:35",433,10197,739
26637878,Sold,NULL,NULL,0,2017-12-20,,0,"2024-11-25 05:33:30",434,13210,162109
11450882,Sold,65000,38,0,1993-11-01,,0,"2024-11-26 06:02:40",435,1585,71726
10487892,Sold,25501,21,0,1990-08-07,,0,"2024-11-21 00:24:35",436,10049,946
11433042,Sold,49000,NULL,0,2006-01-19,,0,"2024-11-25 05:33:30",437,12983,162
73660995,Sold,27000,21,0,1985-02-01,,0,"2024-11-21 00:22:43",438,10197,739
70352214,Sold,NULL,NULL,0,2011-08-15,,0,"2024-11-25 05:33:30",439,13257,476
120809934,Sold,NULL,NULL,0,2020-08-14,,0,"2024-11-25 05:33:30",440,13244,7592
10487892,Sold,25501,21,0,1990-08-07,,0,"2024-11-21 00:22:43",441,10049,946
68416596,Sold,NULL,NULL,0,2016-01-14,,0,"2024-11-25 05:33:30",442,13232,250
36559584,Sold,80000,22,0,1990-09-10,,0,"2024-11-20 23:54:06",443,11720,49865
69662664,Sold,NULL,NULL,0,2023-09-25,,0,"2024-11-25 05:33:30",444,13224,7401
30788699,Sold,285000,90,0,1992-12-04,,0,"2024-11-26 06:02:40",445,1553,79997
62033762,Sold,64950,40,-0.12,2011-06-29,,0,"2024-11-26 06:02:40",446,1780,1230
122499168,Sold,NULL,NULL,0,2020-03-10,,0,"2024-11-25 05:33:30",447,13245,1104
36584429,Sold,265000,126,0,2017-01-11,,0,"2024-11-26 06:02:40",448,1665,100226
1251487,Sold,122000,48,0,2006-04-28,,0,"2024-11-26 06:02:40",449,NULL,93177
28502038,Sold,NULL,NULL,0,2020-12-18,,0,"2024-11-25 05:33:30",450,13304,160812
6251313,Sold,137500,48,0,1989-09-13,,0,"2024-11-26 06:02:40",451,977,9817
89074671,Sold,750000,688,-0.04,2014-08-21,,0,"2024-11-26 06:02:40",452,4394,100407
125115486,Sold,NULL,NULL,0,2019-06-24,,0,"2024-11-25 05:33:30",453,2139,958
35807603,Sold,102500,48,0,1987-01-01,,0,"2024-11-26 06:02:40",454,1819,88011
35908042,Sold,652500,133,0,1987-03-19,,0,"2024-11-26 06:02:40",455,1127,95498
45067052,Sold,45000,24,0,1983-06-01,,0,"2024-11-20 23:54:06",456,NULL,11172
13379099,Sold,53000,50,0,1991-08-23,,0,"2024-11-26 06:02:40",457,2304,74277
118394490,Sold,NULL,NULL,0,2016-01-15,,0,"2024-11-25 05:33:30",458,13236,2665
35826796,Sold,155000,229,0.72,2021-06-15,,0,"2024-11-26 06:02:40",459,1191,1626
2133936399,Sold,20100,25,-0.13,2014-06-13,,0,"2024-11-20 23:54:06",460,NULL,NULL
73447022,Sold,155000,56,0,1999-08-09,,0,"2024-11-26 06:02:40",461,4919,87229
26325449,Sold,NULL,NULL,0,2018-09-22,,0,"2024-11-25 05:33:30",462,2119,7425
41070588,Sold,169961,67,0,2009-08-17,,0,"2024-11-26 06:02:40",463,1902,101576
11382802,Sold,43000,29,0,1993-06-10,,0,"2024-11-20 23:54:06",464,8953,8871
35936049,Sold,381000,76,2.63,1990-01-01,,0,"2024-11-26 06:02:40",465,1119,75678
28467424,Sold,NULL,NULL,0,2016-05-02,,0,"2024-11-25 05:33:30",466,13287,8127
6958305,Sold,78800,67,0.97,2011-12-30,,0,"2024-11-26 06:02:40",467,5198,97734
33370728,Sold,20000,29,0,1972-04-01,,0,"2024-11-20 23:54:06",468,NULL,11435
69328086,Sold,165000,104,-0.03,2015-06-09,,0,"2024-11-26 06:02:40",469,991,NULL
68424165,Sold,NULL,NULL,0,2019-05-01,,0,"2024-11-25 05:33:30",470,13213,8199
30413754,Sold,184280,67,0,1993-01-01,,0,"2024-11-26 06:02:40",471,NULL,94605
11510268,Sold,90000,30,0,1978-10-13,,0,"2024-11-21 00:25:47",472,10037,3947
35892642,Sold,200000,120,0,2020-10-30,,0,"2024-11-26 06:02:40",473,1198,4840
122567807,Sold,NULL,NULL,0,2014-03-28,,0,"2024-11-25 05:33:30",474,13216,3101
10494673,Sold,135000,107,0,2016-08-25,,0,"2024-11-26 06:02:40",475,1608,96764
73663324,Sold,224900,136,-0.02,2011-11-15,,0,"2024-11-26 06:02:40",476,1928,80023
28502038,Sold,NULL,NULL,0,2018-10-10,,0,"2024-11-25 05:33:30",477,13304,160812
41128106,Sold,425000,174,2.4,2016-06-02,,0,"2024-11-26 06:02:40",478,2000,93708
88123866,Sold,751,1,-0.99,2013-06-04,,0,"2024-11-26 06:02:40",479,1991,97225
52412119,Sold,NULL,NULL,0,2015-08-12,,0,"2024-11-25 05:33:30",480,13306,7782
19881181,Sold,450000,191,0,2014-09-12,,0,"2024-11-26 06:02:40",481,2312,97387
41079749,Sold,265000,145,-0.02,2018-08-29,,0,"2024-11-26 06:02:40",482,1945,95246
28467424,Sold,NULL,NULL,0,2018-04-16,,0,"2024-11-25 05:33:30",483,13287,8127
46190573,Sold,413000,199,-0.01,2019-03-09,,0,"2024-11-26 06:02:40",484,NULL,100311
112431659,Sold,219700,177,0,2011-05-27,,0,"2024-11-26 06:02:40",485,1867,75305
2081634780,Sold,280000,350,0,2019-12-26,,0,"2024-11-26 06:02:40",486,1611,NULL
26133340,Sold,NULL,NULL,0,2024-03-18,,0,"2024-11-25 05:33:30",487,13345,878
11510268,Sold,90000,30,0,1978-10-13,,0,"2024-11-21 00:21:31",488,10037,3947
10179338,Sold,328750,209,-0.03,2014-03-05,,0,"2024-11-26 06:02:40",489,1622,72114
82938306,Sold,1220000,382,0.2,2013-06-02,,0,"2024-11-26 06:02:40",490,2404,95069
11315809,Sold,1000,NULL,0,1975-05-28,,0,"2024-11-25 05:33:30",491,12981,1198
11510268,Sold,90000,30,0,1978-10-13,,0,"2024-11-21 00:24:35",492,10037,3947
2095864372,Sold,700000,274,0.05,2017-02-24,,0,"2024-11-26 06:02:40",493,1618,NULL
36604692,Sold,56000,33,-0.25,2016-03-01,,0,"2024-11-26 09:21:12",494,12579,196863
1262325,Sold,NULL,NULL,0,2015-10-09,,0,"2024-11-25 05:33:30",495,NULL,9076
11510268,Sold,90000,30,0,1978-10-13,,0,"2024-11-21 00:22:43",496,10037,3947
45058078,Sold,28000,15,0,1979-02-01,,0,"2024-11-26 09:21:12",497,12671,196721
6319605,Sold,27000,8,0,1992-08-19,,0,"2024-11-25 05:33:30",498,10702,9102
10564287,Sold,52500,30,0,1984-07-01,,0,"2024-11-20 23:54:06",499,NULL,42991
34085672,Sold,141500,105,0,1997-09-02,,0,"2024-11-26 09:21:12",500,12718,196648
35860989,Sold,39900,13,0,2013-12-18,,0,"2024-11-25 05:33:30",501,13150,9323
6239392,Sold,36000,32,0,1985-09-23,,0,"2024-11-20 23:54:06",502,9068,9884
